Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.92753;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8414;Lycée Evariste Galois;8 rue Evariste Galois;78500;Sartrouville;Yvelines;Ile-de-France;Versailles
AF.6408;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11498;Lycée Janson de Sailly;106 rue de la Pompe;75016;Paris;Paris;Ile-de-France;Paris
AF.6429;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15688;Lycée privé Sainte-Geneviève;64 rue d'Assas;75006;Paris;Paris;Ile-de-France;Paris
AF.6475;Sciences économiques et sociales / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14815;Lycée Charles le Chauve;4 rue Joseph Bodin de Boismortier;77680;Roissy-en-Brie;Seine-et-Marne;Ile-de-France;Créteil
AF.6502;Sciences économiques et sociales / Humanités, littérature et philosophie / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14768;Lycée d'Ile de France;7 rue du Baron de Nivière;91140;Villebon-sur-Yvette;Essonne;Ile-de-France;Versailles
AF.6528;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3789;Lycée Jules Ferry;77 boulevard de Clichy;75009;Paris;Paris;Ile-de-France;Paris
AF.6543;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5766;Lycée privé Gerson;31 rue de la Pompe;75016;Paris;Paris;Ile-de-France;Paris
AF.6599;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5018;Lycée Sainte-Croix;1 rue des Jacobins;77160;Provins;Seine-et-Marne;Ile-de-France;Créteil
AF.6621;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Humanités, littérature et philosophie / Numérique et sciences informatiques;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9308;Lycée Hoche;73 avenue de Saint-Cloud;78000;Versailles;Yvelines;Ile-de-France;Versailles
AF.69356;Sciences économiques et sociales / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2520;Lycée La Bruyère;31 avenue de Paris;78000;Versailles;Yvelines;Ile-de-France;Versailles
AF.69388;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14519;Lycée François Joseph Talma;1 rue des Cerfs;91805;Brunoy;Essonne;Ile-de-France;Versailles
AF.69414;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6536;Lycée polyvalent Fréderic Mistral;7-9 rue Fréderic Mistral;94260;Fresnes;Val-de-Marne;Ile-de-France;Créteil
AF.69483;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10495;Lycée Charlemagne;14 rue Charlemagne;75004;Paris;Paris;Ile-de-France;Paris
AF.69556;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16217;Lycée Beth Rivkah;43-49 rue Raymond Poincaré;91330;Yerres;Essonne;Ile-de-France;Versailles
AF.69584;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15682;Lycée privé L'Ecole alsacienne;109 rue Notre-Dame des Champs;75006;Paris;Paris;Ile-de-France;Paris
AF.69591;Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18113;Centre médical et pédagogique Jacques Arnaud-Annexe du lycée George Sand de Domont;5 rue Pasteur;95570;Bouffémont;Val-d'Oise;Ile-de-France;Versailles
AF.69622;Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9984;Lycée général privé de fille Merkaz Hatorah;67 boulevard du Midi;93340;Le Raincy;Seine-Saint-Denis;Ile-de-France;Créteil
AF.69623;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10419;Lycée Vincent Van Gogh;Rue Jules Ferry;78410;Aubergenville;Yvelines;Ile-de-France;Versailles
AF.75071;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5716;Lycée Alexandre-Dumas;112 boulevard de la République;92210;Saint-Cloud;Hauts-de-Seine;Ile-de-France;Versailles
AF.75176;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12207;Lycée polyvalent Léon Blum;5 rue Jean Gabin;94034;Créteil;Val-de-Marne;Ile-de-France;Créteil
AF.75187;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18553;Clinique médico-pédagogique Georges Heuyer - Annexe du lycée Jean-Baptiste Say;68 rue des Grands Moulins;75013;Paris;Paris;Ile-de-France;Paris
AF.75244;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15305;Lycée polyvalent Henri Poincaré;36 rue Léon Bourgeois;91120;Palaiseau;Essonne;Ile-de-France;Versailles
AF.75320;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17986;Lycée privé Passy Saint-Honoré;117 avenue Victor Hugo;75016;Paris;Paris;Ile-de-France;Paris
AF.75328;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17533;Lycée Ozar Hatorah Garçons;2 voie Félix Eboué;94000;Créteil;Val-de-Marne;Ile-de-France;Créteil
AF.76475;LLCER anglais - monde contemporain / Histoire-géographie, géopolitique et sciences politiques / Sciences économiques et sociales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11304;Lycée polyvalent privé Carcado Saisseval;121 boulevard Raspail - CS 10622;75006;Paris;Paris;Ile-de-France;Paris
AF.80890;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15347;Lycée polyvalent Léonard de Vinci;115 route des Petits Ponts;93290;Tremblay-en-France;Seine-Saint-Denis;Ile-de-France;Créteil
AF.80914;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8130;Lycée polyvalent Georges Braque - Lycée des métiers de l'intelligence économique et du management;21 rue Victor Puiseux;95100;Argenteuil;Val-d'Oise;Ile-de-France;Versailles
AF.80994;Sciences de l'ingénieur / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16023;Lycée Pierre-Gilles de Gennes - Ecole nationale de chimie, physique et biologie;11 rue Pirandello;75013;Paris;Paris;Ile-de-France;Paris
AF.81008;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15038;Lycée polyvalent Blaise Cendrars;12 avenue Léon Jouhaux;93270;Sevran;Seine-Saint-Denis;Ile-de-France;Créteil
AF.81134;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13280;Lycée privé Notre-Dame des Oiseaux;12 rue Michel Ange;75016;Paris;Paris;Ile-de-France;Paris
