"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"ingénieur électronicien / ingénieure électronicienne";https://www.onisep.fr/http/redirection/metier/slug/MET.863;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";"H1206 | H2502";"Management et ingénierie études, recherche et développement industriel | Management et ingénierie de production";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1206 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2502";"électricité, électronique, robotique/électronique"
"ingénieur forestier / ingénieure forestière";https://www.onisep.fr/http/redirection/metier/slug/MET.156;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1303;"Ingénierie en agriculture et environnement naturel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1303;"agriculture, animaux/forêt"
"accompagnant / accompagnante d'élèves en situation de handicap";https://www.onisep.fr/http/redirection/metier/slug/MET.7829;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE R : santé, social, soins personnels";K2104;"Éducation et surveillance au sein d'établissements d'enseignement";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2104;"santé, social, sport/travail social"
"accompagnateur / accompagnatrice de tourisme équestre";https://www.onisep.fr/http/redirection/metier/slug/MET.785;"Travailler auprès des animaux";Parcours;2023;9782273016438;"GFE S : hôtellerie,  tourisme, loisirs";G1201;"Accompagnement de voyages, d'activités culturelles ou sportives";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1201;"santé, social, sport/sport| hôtellerie-restauration, tourisme/tourisme"
"acheteur / acheteuse";https://www.onisep.fr/http/redirection/metier/slug/MET.571;"Les métiers du goût et des saveurs";Parcours;2021;9782273015721;"GFE Q : commerce, gestion, finances";M1101;Achat;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement| commerce, marketing, vente/grande distribution et petits commerces"
actuaire;https://www.onisep.fr/http/redirection/metier/slug/MET.861;"Les métiers de la banque, de la finance et de l'assurance";Parcours;2022;9782273016094;"GFE Q : commerce, gestion, finances";C1105;"Études actuarielles en assurances";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=C1105;"banque, assurances, immobilier/assurances| sciences/mathématiques"
"adjoint administratif / adjointe administrative";https://www.onisep.fr/http/redirection/metier/slug/MET.578;;"pas de publication Onisep spécifique";;;"GFE Q : commerce, gestion, finances";;;;"gestion des entreprises, comptabilité/secrétariat"
"administrateur / administratrice de biens";https://www.onisep.fr/http/redirection/metier/slug/MET.396;"Les métiers de l'immobilier";Parcours;2021;9782273015837;"GFE Q : commerce, gestion, finances";C1501;"Gérance immobilière";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=C1501;"banque, assurances, immobilier/immobilier"
"administrateur / administratrice de réseaux";https://www.onisep.fr/http/redirection/metier/slug/MET.665;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1801;"Administration de systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1801;"informatique, Internet/systèmes et réseaux| électricité, électronique, robotique/télécommunications"
"administrateur adjoint / administratrice adjointe du Sénat";https://www.onisep.fr/http/redirection/metier/slug/MET.7905;;"pas de publication Onisep spécifique";;;"GFE W : droit, enseignement, recherche et sciences humaines";;;;"gestion des entreprises, comptabilité/comptabilité| économie, droit, politique/droit public| gestion des entreprises, comptabilité/secrétariat"
"agenceur / agenceuse de cuisines et salles de bains";https://www.onisep.fr/http/redirection/metier/slug/MET.405;"Les métiers de l'architecture, de l'urbanisme et du paysage";Parcours;2020;9782273015196;"GFE C : bâtiment";H2206;"Réalisation de menuiserie bois et tonnellerie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2206;"construction, architecture, travaux publics/agencement| construction, architecture, travaux publics/ameublement| matières premières, fabrication, industries/bois| construction, architecture, travaux publics/menuiserie"
"agenceur / agenceuse de cuisines et salles de bains";https://www.onisep.fr/http/redirection/metier/slug/MET.405;"Les métiers du bâtiment et des travaux publics";Parcours;2023;9782273016445;"GFE C : bâtiment";H2206;"Réalisation de menuiserie bois et tonnellerie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H2206;"construction, architecture, travaux publics/agencement| construction, architecture, travaux publics/ameublement| matières premières, fabrication, industries/bois| construction, architecture, travaux publics/menuiserie"
"agent / agente d'escale";https://www.onisep.fr/http/redirection/metier/slug/MET.597;"Les métiers du tourisme";Parcours;2023;9782273016339;"GFE O : transport, logistique";N2201;"Personnel d'escale aéroportuaire";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N2201;"logistique, transport/transport"
"agent / agente de développement des énergies renouvelables";https://www.onisep.fr/http/redirection/metier/slug/MET.893;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE H : électricité, énergie, électronique";;;;"environnement, énergies, propreté/énergies| environnement, énergies, propreté/environnement (généralités)| construction, architecture, travaux publics/équipement technique"
"agent / agente de propreté et d'hygiène";https://www.onisep.fr/http/redirection/metier/slug/MET.562;"Les métiers des grands événements culturels et sportifs";"Zoom sur les métiers";2023;9782273016742;"GFE T : environnement, nettoyage, sécurité";K2204;"Nettoyage de locaux";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2204;"environnement, énergies, propreté/propreté"
"agent / agente de sûreté ferroviaire";https://www.onisep.fr/http/redirection/metier/slug/MET.185;"Les métiers du ferroviaire";"Zoom sur les métiers";2021;9782273015561;"GFE O : transport, logistique";K2503;"Sécurité et surveillance privées";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2503;"armée, sécurité/sécurité, prévention"
"agent hydrothermal / agente hydrothermale";https://www.onisep.fr/http/redirection/metier/slug/MET.790;"Les métiers de l'hôtellerie et des restaurations";"Zoom sur les métiers";2021;9782273015509;"GFE R : santé, social, soins personnels";D1203;Hydrothérapie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1203;"santé, social, sport/esthétique| santé, social, sport/paramédical"
"agriculteur / agricultrice";https://www.onisep.fr/http/redirection/metier/slug/MET.547;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1416;"Polyculture, élevage";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1416;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/cultures| agriculture, animaux/élevage, aquaculture"
"aide-soignant / aide-soignante";https://www.onisep.fr/http/redirection/metier/slug/MET.561;"Travailler auprès des enfants";Parcours;2023;9782273016780;"GFE R : santé, social, soins personnels";J1501;"Soins d'hygiène, de confort du patient";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1501;"santé, social, sport/paramédical"
"ambulancier / ambulancière";https://www.onisep.fr/http/redirection/metier/slug/MET.417;"Les métiers du transport et de la logistique";Parcours;2019;9782273014533;"GFE R : santé, social, soins personnels";J1305;"Conduite de véhicules sanitaires";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1305;"santé, social, sport/paramédical| logistique, transport/transport"
"analyste financier / financière";https://www.onisep.fr/http/redirection/metier/slug/MET.397;"Les métiers de la banque, de la finance et de l'assurance";Parcours;2022;9782273016094;"GFE Q : commerce, gestion, finances";M1201;"Analyse et ingénierie financière";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1201;"banque, assurances, immobilier/finances"
"analyste financier / financière";https://www.onisep.fr/http/redirection/metier/slug/MET.397;"Ecoles de commerce";Dossiers;2024;9782273016582;"GFE Q : commerce, gestion, finances";M1201;"Analyse et ingénierie financière";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1201;"banque, assurances, immobilier/finances"
"animateur / animatrice 2D et 3D";https://www.onisep.fr/http/redirection/metier/slug/MET.778;"Les métiers du jeu vidéo";Parcours;2023;9782273016193;"GFE U : communication, médias";L1510;"Film d'animation et effets spéciaux";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1510;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/audiovisuel"
"animateur / animatrice d'activités physiques et sportives pour tous";https://www.onisep.fr/http/redirection/metier/slug/MET.808;"Les métiers de l'animation";"Zoom sur les métiers";2019;9782273014892;"GFE S : hôtellerie,  tourisme, loisirs";G1204;"Éducation en activités sportives";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1204;"santé, social, sport/sport"
"animateur / animatrice de tourisme";https://www.onisep.fr/http/redirection/metier/slug/MET.803;"Les métiers du sport";Parcours;2021;9782273015875;"GFE S : hôtellerie,  tourisme, loisirs";G1202;"Animation d'activités culturelles ou ludiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1202;"hôtellerie-restauration, tourisme/tourisme"
"animateur nature / animatrice nature";https://www.onisep.fr/http/redirection/metier/slug/MET.77;"Travailler auprès des animaux";Parcours;2023;9782273016438;"GFE T : environnement, nettoyage, sécurité";G1202;"Animation d'activités culturelles ou ludiques";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=G1202;"hôtellerie-restauration, tourisme/tourisme"
"animateur socioculturel / animatrice socioculturelle";https://www.onisep.fr/http/redirection/metier/slug/MET.65;"Les métiers du social";Parcours;2019;9782273014571;"GFE S : hôtellerie,  tourisme, loisirs";K1206;"Intervention socioculturelle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1206;"santé, social, sport/travail social"
"apiculteur / apicultrice";https://www.onisep.fr/http/redirection/metier/slug/MET.70;"Les métiers de l'agriculture";"Zoom sur les métiers";2021;9782273015608;"GFE A : agriculture";A1408;"Élevage d'animaux sauvages ou de compagnie";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1408;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/élevage, aquaculture"
arbitre;https://www.onisep.fr/http/redirection/metier/slug/MET.704;"Les métiers du sport";Parcours;2021;9782273015875;"GFE S : hôtellerie,  tourisme, loisirs";L1401;"Sportif professionnel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1401;"santé, social, sport/sport"
archéologue;https://www.onisep.fr/http/redirection/metier/slug/MET.166;"Les métiers de la culture et du patrimoine";Parcours;2022;9782273016131;"GFE W : droit, enseignement, recherche et sciences humaines";K2401;"Recherche en sciences de l'homme et de la société";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K2401;"histoire-géographie, psychologie, sociologie/histoire"
"architecte des systèmes d'information";https://www.onisep.fr/http/redirection/metier/slug/MET.478;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";M1802;"Expertise et support en systèmes d'information";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1802;"information-communication, audiovisuel/technologies de l'information"
